Results for U.S. Representative
,
Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Banta,Parke,Monroe,,,11/21/1891,05/12/1970,2,U.S. Representative,Republican,MO,8,01/03/1947,01/03/1949,Not specified,White,Professional degree,Law,,,,,Army,,
Barber,Ron,,,,08/25/1945,,2,U.S. Representative,Democrat,AZ,2,01/03/2013,01/02/2015,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Barber,Ron,,,,08/25/1945,,2,U.S. Representative,Democrat,AZ,8,06/19/2012,01/02/2013,Roman Catholic,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Barca,Peter,W.,,,08/07/1955,,2,U.S. Representative,Democrat,WI,1,06/08/1993,01/03/1995,Roman Catholic,White,Bachelor's degree,Education,Misc.,,,,Did not serve,,
Barcia,James,A.,,,02/25/1952,,2,U.S. Representative,Democrat,MI,5,01/05/1993,01/03/2003,Roman Catholic,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Barden,Graham,Arthur,,,09/25/1896,01/29/1967,2,U.S. Representative,Democrat,NC,3,01/03/1945,01/03/1961,Presbyterian,White,Professional degree,Law,,,,,Navy,,
Baring,Walter,Stephen,,,09/09/1911,07/13/1975,2,U.S. Representative,Democrat,NV,AL,01/03/1949,01/03/1953,Protestant,White,Bachelor's degree,Business or banking,,,,,Navy,,
Baring,Walter,Stephen,,,09/09/1911,07/13/1975,2,U.S. Representative,Democrat,NV,AL,01/03/1957,01/03/1973,Protestant,White,Bachelor's degree,Business or banking,,,,,Navy,,
Barletta,Lou,,,,01/28/1956,,2,U.S. Representative,Republican,PA,11,01/03/2011,01/03/2019,Roman Catholic,White,Unknown,Construction/building trades,,,,,Did not serve,,
Barlow,Tom,,,,08/07/1940,,2,U.S. Representative,Democrat,KY,1,01/05/1993,01/03/1995,Methodist,White,Bachelor's degree,Business or banking,Misc.,,,,Did not serve,,
Barnard,Doug,,Jr.,,03/20/1922,01/11/2018,2,U.S. Representative,Democrat,GA,10,01/04/1977,01/03/1993,Baptist,White,Bachelor's degree,Business or banking,,,,,Army,,
Barnes,Michael,Darr,,,09/03/1943,,2,U.S. Representative,Democrat,MD,8,01/15/1979,01/03/1987,Protestant,White,Professional degree,Law,,,,,Marine Corps,,
Barr,Bob,,,,11/05/1948,,2,U.S. Representative,Republican,GA,7,01/04/1995,01/03/2003,Methodist,White,Master's degree,Law,Public service/politics,,,,Did not serve,,
Barr,Garland,,IV,Andy,07/24/1973,,2,U.S. Representative,Republican,KY,6,01/20/2013,01/03/2023,Episcopalian,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,
Barr,Joseph,Walker,,,01/17/1918,02/23/1996,2,U.S. Representative,Democrat,IN,11,01/07/1959,01/03/1961,Episcopalian,White,Master's degree,Business or banking,Misc.,Real Estate,,,Navy,,
Barragan,Nanette,,,,09/15/1976,,1,U.S. Representative,Democrat,CA,44,01/20/2017,01/03/2023,Roman Catholic,Hispanic,Professional degree,Law,,,,,,,
Barrett,Frank,A.,,,11/10/1892,05/30/1962,2,U.S. Representative,Republican,WY,AL,01/03/1943,12/31/1950,Not specified,White,Professional degree,Agriculture,Law,,,,Army,,
Barrett,James,Gresham,,Gresham,02/14/1961,,2,U.S. Representative,Republican,SC,3,01/03/2003,01/03/2011,Baptist,White,Bachelor's degree,Business or banking,,,,,U.S. Army,,
Barrett,Thomas,M.,,,12/08/1953,,2,U.S. Representative,Democrat,WI,5,01/05/1993,01/03/2003,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Barrett,William,A.,,,08/14/1896,04/12/1976,2,U.S. Representative,Democrat,PA,1,01/03/1945,01/03/1947,Roman Catholic,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,
Barrett,William,A.,,,08/14/1896,04/12/1976,2,U.S. Representative,Democrat,PA,1,01/03/1949,04/12/1976,Roman Catholic,White,Bachelor's degree,Business or banking,Real Estate,,,,Did not serve,,
Barrett,William,E.,,Bill,02/09/1929,09/20/2016,2,U.S. Representative,Republican,NE,3,01/03/1991,01/03/2001,Presbyterian,White,Bachelor's degree,Business or banking,Real Estate,,,,Navy,,
Barrow,John,,,,10/31/1955,,2,U.S. Representative,Democrat,GA,12,01/03/2005,01/03/2015,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Barry,Robert,Raymond,,,05/15/1915,06/14/1988,2,U.S. Representative,Republican,NY,27,01/07/1959,01/08/1963,Presbyterian,White,High School graduate,Agriculture,Business or banking,Misc.,Real Estate,,Did not serve,,
Barry,Robert,Raymond,,,05/15/1915,06/14/1988,2,U.S. Representative,Republican,NY,25,01/09/1963,01/03/1965,Presbyterian,White,High School graduate,Agriculture,Business or banking,Misc.,Real Estate,,Did not serve,,
Barry,William,B.,,,07/21/1902,10/20/1946,2,U.S. Representative,Democrat,NY,4,11/05/1935,10/20/1946,Not specified,White,Professional degree,Law,,,,,,,
Bartlett,Harry,Steven,,Steve,09/19/1947,,2,U.S. Representative,Republican,TX,3,01/03/1983,03/11/1991,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Bartlett,Roscoe,G.,,,06/03/1926,,2,U.S. Representative,Republican,MD,6,01/05/1993,01/03/2013,Seventh-Day Adventist,White,Doctorate degree,Agriculture,Business or banking,Education,Engineering,Real Estate,Did not serve,,
Barton,Joe,Linus,,,09/15/1949,,2,U.S. Representative,Republican,TX,6,01/03/1985,01/03/2019,Methodist,White,Master's degree,Misc.,Public service/politics,,,,Did not serve,,
Bass,Charles,F.,,,01/08/1952,,2,U.S. Representative,Republican,NH,2,01/03/2011,01/02/2013,Episcopalian,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Did not serve,,
Bass,Charles,F.,,,01/08/1952,,2,U.S. Representative,Republican,NH,2,01/04/1995,01/03/2007,Episcopalian,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Did not serve,,
Bass,Karen,,,,10/03/1953,,1,U.S. Representative,Democrat,CA,33,01/03/2011,01/02/2013,Baptist,African American,Bachelor's degree,Medicine,,,,,Did not serve,,
Bass,Karen,,,,10/03/1953,,1,U.S. Representative,Democrat,CA,37,01/20/2013,01/03/2023,Baptist,African American,Bachelor's degree,Medicine,,,,,Did not serve,,
Bass,Perkins,,,,10/06/1912,10/25/2011,2,U.S. Representative,Republican,NH,2,01/05/1955,01/03/1963,Episcopalian,White,Professional degree,Law,,,,,Army,,
Bass,Ross,,,,03/17/1918,01/01/1993,2,U.S. Representative,Democrat,TN,6,01/05/1955,11/03/1964,Methodist,White,Bachelor's degree,Business or banking,,,,,Army,,
Bateman,Herbert,H.,,,08/07/1928,09/11/2000,2,U.S. Representative,Republican,VA,1,01/03/1983,01/03/2001,Presbyterian,White,Professional degree,Law,,,,,Air Force,,
Bates,George,Joseph,,,02/25/1891,11/01/1949,2,U.S. Representative,Republican,MA,6,01/03/1945,11/01/1949,Not specified,White,High School graduate,Public service/politics,,,,,Did not serve,,
Bates,Jim,,,,07/21/1941,,2,U.S. Representative,Democrat,CA,44,01/03/1983,01/03/1991,Protestant,White,Bachelor's degree,Misc.,,,,,Marine Corps,,
Bates,Joseph,Bengal,,,10/29/1893,09/10/1965,2,U.S. Representative,Democrat,KY,8,01/03/1945,01/03/1953,Not specified,White,Bachelor's degree,Education,,,,,Did not serve,,
Bates,William,Henry,,,04/26/1917,06/22/1969,2,U.S. Representative,Republican,MA,6,02/14/1950,06/22/1969,Roman Catholic,White,Master's degree,Public service/politics,,,,,Navy,,
Battin,James,Franklin,,,02/13/1925,09/27/1996,2,U.S. Representative,Republican,MT,2,01/03/1961,02/27/1969,Congregationalist,White,Professional degree,Law,Public service/politics,,,,Navy,,
Battle,Laurie,Calvin,,,05/10/1912,05/02/2000,2,U.S. Representative,Democrat,AL,9,01/03/1947,01/03/1955,Methodist,White,Master's degree,Business or banking,Congressional Aide,Education,,,Army,,
Baucus,Max,Sieben,,,12/11/1941,,2,U.S. Representative,Democrat,MT,1,01/03/1975,12/14/1978,United Church of Christ,White,Professional degree,Law,,,,,Did not serve,,
Bauman,Robert,Edmund,,,04/04/1937,,2,U.S. Representative,Republican,MD,1,09/05/1973,01/03/1981,Roman Catholic,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Baumhart,Albert,David,Jr.,,06/15/1908,01/23/2001,2,U.S. Representative,Republican,OH,13,01/05/1955,01/03/1961,Congregationalist,White,Master's degree,Public service/politics,,,,,Navy,,
Beall,James,Glenn,,,06/05/1894,01/14/1971,2,U.S. Representative,Republican,MD,6,01/03/1943,01/03/1953,Episcopalian,White,Bachelor's degree,Business or banking,Real Estate,,,,Army,,
Beall,John,Glenn,Jr.,,06/19/1927,03/24/2006,2,U.S. Representative,Republican,MD,6,01/03/1969,01/03/1972,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Navy,,
Beamer,John,Valentine,,,11/17/1896,09/08/1964,2,U.S. Representative,Republican,IN,5,01/03/1951,01/03/1959,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,,,,Army,,
Bean,Melissa,,,,01/22/1962,,1,U.S. Representative,Democrat,IL,8,01/03/2005,01/03/2011,Serbian Orthodox,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Beard,Edward,Peter,,,01/20/1940,,2,U.S. Representative,Democrat,RI,2,01/14/1975,01/03/1981,Roman Catholic,White,High School graduate,Construction/building trades,,,,,National Guard-Rhode Island,,
Beard,Robin,Leo,Jr.,,08/21/1939,,2,U.S. Representative,Republican,TN,6,01/03/1973,01/03/1983,Methodist,White,Bachelor's degree,Public service/politics,,,,,Marine Corps,,
Beatty,Joyce,,,,03/12/1950,,1,U.S. Representative,Democrat,OH,3,01/20/2013,01/03/2023,Baptist,African American,Master's degree,Business or banking,Education,,,,Did not serve,,
Beauprez,Bob,,,,09/22/1948,,2,U.S. Representative,Republican,CO,7,01/03/2003,01/03/2007,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Becerra,Xavier,,,,01/26/1958,,2,U.S. Representative,Democrat,CA,31,01/03/2003,01/03/2013,Roman Catholic,Hispanic,Bachelor's degree,Law,,,,,Did not serve,,
Becerra,Xavier,,,,01/26/1958,,2,U.S. Representative,Democrat,CA,34,01/03/2013,01/24/2017,Roman Catholic,Hispanic,Bachelor's degree,Law,,,,,Did not serve,,
Becerra,Xavier,,,,01/26/1958,,2,U.S. Representative,Democrat,CA,30,01/05/1993,01/03/2003,Roman Catholic,Hispanic,Bachelor's degree,Law,,,,,Did not serve,,
Becker,Frank,John,,,08/27/1899,09/04/1981,2,U.S. Representative,Republican,NY,3,01/03/1953,01/03/1963,Roman Catholic,White,High School graduate,Business or banking,,,,,Army,,
Becker,Frank,John,,,08/27/1899,09/04/1981,2,U.S. Representative,Republican,NY,5,01/09/1963,01/03/1965,Roman Catholic,White,High School graduate,Business or banking,,,,,Army,,
Beckworth,Lindley,Gary,,,06/30/1913,03/09/1984,2,U.S. Representative,Democrat,TX,3,01/03/1945,01/03/1967,Baptist,White,Professional degree,Education,Law,,,,Did not serve,,
Bedell,Berkley,Warren,,,03/05/1921,12/07/2019,2,U.S. Representative,Democrat,IA,6,01/14/1975,01/03/1987,Methodist,White,Bachelor's degree,Business or banking,,,,,Air Force,,
Beermann,Ralph,Frederick,,,08/13/1912,02/17/1977,2,U.S. Representative,Republican,NE,3,01/03/1961,01/03/1963,Lutheran,White,Bachelor's degree,Agriculture,,,,,Army,,
Beermann,Ralph,Frederick,,,08/13/1912,02/17/1977,2,U.S. Representative,Republican,NE,1,01/09/1963,01/03/1965,Lutheran,White,Bachelor's degree,Agriculture,,,,,Army,,
Begich,Nicholas,J.,,,04/06/1932,12/29/1972,2,U.S. Representative,Democrat,AK,AL,01/03/1971,12/29/1972,Roman Catholic,White,Doctorate degree,Construction/building trades,Education,,,,Did not serve,,
Beilenson,Anthony,Charles,,,10/26/1932,03/05/2017,2,U.S. Representative,Democrat,CA,23,01/04/1977,01/03/1993,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Beilenson,Anthony,Charles,,,10/26/1932,03/05/2017,2,U.S. Representative,Democrat,CA,24,01/05/1993,01/03/1997,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Belcher,Page,Henry,,,04/21/1899,08/02/1980,2,U.S. Representative,Republican,OK,8,01/03/1951,01/02/1953,Methodist,White,Professional degree,Law,,,,,World War I veteran,,
Belcher,Page,Henry,,,04/21/1899,08/02/1980,2,U.S. Representative,Republican,OK,1,01/03/1953,01/03/1973,Methodist,White,Professional degree,Law,,,,,World War I veteran,,
Bell,Alphonzo,,,,09/19/1914,04/25/2004,2,U.S. Representative,Republican,CA,16,01/03/1961,01/03/1963,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,Real Estate,,,Army,,
Bell,Alphonzo,,,,09/19/1914,04/25/2004,2,U.S. Representative,Republican,CA,28,01/09/1963,01/03/1975,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,Real Estate,,,Army,,
Bell,Alphonzo,,,,09/19/1914,04/25/2004,2,U.S. Representative,Republican,CA,27,01/14/1975,01/03/1977,Presbyterian,White,Bachelor's degree,Agriculture,Business or banking,Real Estate,,,Army,,
Bell,Charles,Jasper,,,01/16/1885,01/21/1978,2,U.S. Representative,Democrat,MO,4,01/03/1945,01/03/1949,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Bell,Chris,,,Chris,11/23/1959,,2,U.S. Representative,Democrat,TX,25,01/03/2003,01/03/2005,Episcopalian,White,Professional degree,Business or banking,Journalism,Law,,,Did not serve,,
Bell,John,Junior,,,05/15/1910,01/24/1963,2,U.S. Representative,Democrat,TX,14,01/05/1955,01/03/1957,Not specified,White,Professional degree,Agriculture,Law,,,,Army,,
Bender,George,Harrison,,,09/26/1896,06/18/1961,2,U.S. Representative,Republican,OH,AL,01/03/1939,01/02/1949,Not specified,White,High School graduate,Business or banking,Journalism,,,,Did not serve,,
Bender,George,Harrison,,,09/26/1896,06/18/1961,2,U.S. Representative,Republican,OH,AL,01/03/1951,01/02/1953,Not specified,White,High School graduate,Business or banking,Journalism,,,,Did not serve,,
Bender,George,Harrison,,,09/26/1896,06/18/1961,2,U.S. Representative,Republican,OH,23,01/03/1953,12/15/1954,Not specified,White,High School graduate,Business or banking,Journalism,,,,Did not serve,,
Benedict,Cleveland,Keith,,,03/21/1935,,2,U.S. Representative,Republican,WV,2,01/05/1981,01/03/1983,Episcopalian,White,Bachelor's degree,Agriculture,Business or banking,,,,Did not serve,,
Benishek,Dan,,,,04/20/1952,,2,U.S. Representative,Republican,MI,1,01/03/2011,01/03/2017,Roman Catholic,White,Professional degree,Medicine,,,,,Did not serve,,
Benjamin,Adam,,Jr.,,08/06/1935,09/07/1982,2,U.S. Representative,Democrat,IN,1,01/04/1977,09/07/1982,Eastern Catholic,White,Professional degree,Education,Law,,,,Army,Marine Corps,Marine Corps
Bennet,Augustus,W.,,,10/07/1897,06/05/1983,2,U.S. Representative,Republican,NY,29,01/03/1945,01/03/1947,Not specified,White,Professional degree,Law,,,,,,,
Bennett,Charles,Edward,,,12/02/1910,09/06/2003,2,U.S. Representative,Democrat,FL,2,01/03/1949,01/03/1967,Disciples of Christ,White,Professional degree,Law,Public service/politics,,,,Army,,
Bennett,Charles,Edward,,,12/02/1910,09/06/2003,2,U.S. Representative,Democrat,FL,3,01/10/1967,01/03/1993,Disciples of Christ,White,Professional degree,Law,Public service/politics,,,,Army,,
Bennett,John,Bonifas,,,01/10/1904,08/09/1964,2,U.S. Representative,Republican,MI,12,01/03/1947,08/09/1964,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Bennett,Marion,Tinsley,,,06/06/1914,09/06/2000,2,U.S. Representative,Republican,MO,6,01/03/1945,01/03/1949,Christian,White,Professional degree,Law,,,,,Air Force Reserve,,
Bentivolio,Kerry,,,,10/06/1951,,2,U.S. Representative,Republican,MI,11,01/03/2013,01/02/2015,Roman Catholic,White,Master's degree,Agriculture,Construction/building trades,Education,,,Army,Michigan National Guard,Michigan National Guard
Bentley,Alvin,Morell,,,08/30/1918,04/10/1969,2,U.S. Representative,Republican,MI,8,01/03/1953,01/03/1961,Congregationalist,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Bentley,Helen,Delich,,,11/28/1923,08/06/2016,4,U.S. Representative,Republican,MD,2,01/03/1985,01/03/1995,Greek Orthodox,Not specified,Professional degree,Business or banking,Journalism,Public service/politics,,,Did not serve,,
Bentsen,Kenneth,E.,Jr.,,06/03/1959,,2,U.S. Representative,Democrat,TX,25,01/03/1995,01/03/2003,Presbyterian,White,Master's degree,Business or banking,Congressional Aide,,,,Did not serve,,
Bentsen,Lloyd,Millard,Jr.,,02/11/1921,05/23/2006,2,U.S. Representative,Democrat,TX,15,12/04/1948,01/03/1955,Presbyterian,White,Professional degree,Business or banking,Law,,,,Air Force Reserve,Army Air Corps,Army Air Corps
Bentz,Cliff,,,,01/12/1952,,2,U.S. Representative,Republican,OR,2,01/03/2021,01/03/2023,Roman Catholic,Not specified,Professional degree,,,,,,,,
Bera,Ami,,,,03/02/1965,,2,U.S. Representative,Democrat,CA,7,01/20/2013,01/03/2023,Unitarian,Asian American,Professional degree,Education,Medicine,,,,Did not serve,,
Bereuter,Douglas,Kent,,,10/06/1939,,2,U.S. Representative,Republican,NE,1,01/15/1979,01/03/2005,Lutheran,White,Master's degree,Education,Public service/politics,,,,Army,,
Berg,Rick,,,,08/16/1959,,2,U.S. Representative,Republican,ND,AL,01/03/2011,01/02/2013,Lutheran,White,Bachelor's degree,Real Estate,,,,,Did not serve,,
Bergland,Bob,Selmer,,,07/22/1928,12/09/2018,2,U.S. Representative,Democrat,MN,7,01/21/1971,01/03/1977,Lutheran,White,Associate degree,Agriculture,,,,,Did not serve,,
Bergman,Jack,,,,02/02/1947,,2,U.S. Representative,Republican,MI,1,01/20/2017,01/03/2023,Lutheran,White,Master's degree,Military,,,,,Marine Corps,R.I. National Guard,
Berkley,Shelley,,,,01/20/1951,,1,U.S. Representative,Democrat,NV,1,01/03/1999,01/03/2013,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Berman,Howard,L.,,,04/15/1941,,2,U.S. Representative,Democrat,CA,26,01/03/1983,01/03/2003,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Berman,Howard,L.,,,04/15/1941,,2,U.S. Representative,Democrat,CA,28,01/03/2003,01/03/2013,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Berry,Ellis,Yarnal,,,10/06/1902,04/01/1999,2,U.S. Representative,Republican,SD,2,01/03/1951,01/03/1972,Congregationalist,White,Professional degree,Journalism,Law,Public service/politics,,,Did not serve,,
Berry,Marion,,,,08/27/1942,,2,U.S. Representative,Democrat,AR,1,01/07/1997,01/03/2011,Methodist,White,Bachelor's degree,Agriculture,Public service/politics,,,,Did not serve,,
Bethune,Edwin,Ruthvin,Jr.,Ed,12/19/1935,,2,U.S. Representative,Republican,AR,2,01/15/1979,01/03/1985,Methodist,White,Professional degree,Law,Law Enforcement,,,,Marine Corps,,
Betts,Jackson,E.,,,05/26/1904,08/13/1993,2,U.S. Representative,Republican,OH,8,01/03/1951,01/03/1973,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Bevill,Tom,,,,03/27/1921,03/28/2005,2,U.S. Representative,Democrat,AL,4,01/03/1973,01/03/1997,Baptist,White,Professional degree,Law,,,,,Army,,
Bevill,Tom,,,,03/27/1921,03/28/2005,2,U.S. Representative,Democrat,AL,7,01/10/1967,01/03/1973,Baptist,White,Professional degree,Law,,,,,Army,,
Beyer,Don,,,,06/20/1950,,2,U.S. Representative,Democrat,VA,8,01/20/2015,01/03/2023,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Biaggi,Mario,,,,10/26/1917,06/24/2015,4,U.S. Representative,Democrat,NY,24,01/03/1969,01/03/1973,Roman Catholic,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Biaggi,Mario,,,,10/26/1917,06/24/2015,4,U.S. Representative,Democrat,NY,10,01/03/1973,01/03/1983,Roman Catholic,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Biaggi,Mario,,,,10/26/1917,06/24/2015,4,U.S. Representative,Democrat,NY,19,01/03/1983,01/03/1989,Roman Catholic,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Bice,Stephanie,I.,,,11/11/1973,,1,U.S. Representative,Republican,OK,5,01/03/2021,01/03/2023,Roman Catholic,Not specified,Bachelor's degree,,,,,,,,
Biemiller,Andrew,J.,,,07/23/1906,04/03/1982,2,U.S. Representative,Democrat,WI,5,01/03/1945,01/03/1947,Not specified,White,Bachelor's degree,Education,,,,,Did not serve,,
Biemiller,Andrew,J.,,,07/23/1906,04/03/1982,2,U.S. Representative,Democrat,WI,5,01/03/1949,01/03/1951,Not specified,White,Bachelor's degree,Education,,,,,Did not serve,,
Biester,Edward,George,Jr.,,01/05/1931,,4,U.S. Representative,Republican,PA,8,01/10/1967,01/03/1977,United Church of Christ,White,Professional degree,Law,,,,,Did not serve,,
Biggert,Judith,Borg,,,08/15/1937,,1,U.S. Representative,Republican,IL,13,01/03/1999,01/03/2013,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Biggs,Andy,,,,11/07/1958,,2,U.S. Representative,Republican,AZ,5,01/20/2017,01/03/2023,Mormon,White,Professional degree,Law,,,,,,,
Bilbray,Brian,P.,,,01/28/1951,,2,U.S. Representative,Republican,CA,49,01/04/1995,01/03/2001,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Bilbray,Brian,P.,,,01/28/1951,,2,U.S. Representative,Republican,CA,50,06/13/2006,01/03/2013,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Bilbray,James,,,,05/19/1938,,4,U.S. Representative,Democrat,NV,1,01/06/1987,01/03/1995,Roman Catholic,White,Professional degree,Law,Public service/politics,,,,National Guard,,
Bilirakis,Gus,M.,,,02/08/1963,,2,U.S. Representative,Republican,FL,9,01/03/2007,01/03/2013,Greek Orthodox,White,Professional degree,Law,,,,,Did not serve,,
Bilirakis,Gus,M.,,,02/08/1963,,2,U.S. Representative,Republican,FL,12,01/20/2013,01/03/2023,Greek Orthodox,White,Professional degree,Law,,,,,Did not serve,,
